Reaction,Tinit_NHBE_H,Tinit_293T_H,Tinit_A549_H,Tinit_CALU_H,Tinit_Lung_H,Tinit_NHBE_I,Tinit_293T_I,Tinit_A549_I,Tinit_CALU_I,Tinit_Lung_I
HMR_3650,0,1,1,1,0,0,0,1,1,1
HMR_3651,0,1,1,1,0,0,0,1,1,1
HMR_3652,0,1,1,1,0,0,0,1,1,1
HMR_3653,0,1,1,1,0,0,0,1,1,1
HMR_3654,0,1,1,1,0,0,0,1,1,1
HMR_3655,0,1,1,1,0,0,0,1,1,1
HMR_3656,0,1,1,1,0,0,0,1,1,1
HMR_3657,0,1,1,1,0,0,0,1,1,1
HMR_3658,0,1,1,1,0,0,0,1,1,1
HMR_3659,0,1,1,1,0,0,0,1,1,1
HMR_3660,0,1,1,1,0,0,0,1,1,1
HMR_3661,0,0,0,1,0,0,0,0,1,1
HMR_3662,0,0,0,1,0,0,0,0,1,1
HMR_3663,0,0,0,1,0,0,0,0,1,1
HMR_3664,0,0,0,1,0,0,0,0,1,1
HMR_3665,0,0,0,1,0,0,0,0,1,1
HMR_3666,0,1,1,1,0,0,0,1,1,1
HMR_3667,0,1,1,1,0,0,0,1,1,1
HMR_3668,0,0,0,1,0,0,0,0,1,1
HMR_3669,0,1,1,1,0,0,0,1,1,1
HMR_3670,0,1,1,1,0,0,0,1,1,1
HMR_3671,0,0,0,1,0,0,0,0,1,1
HMR_3672,0,0,0,1,0,0,0,0,1,0
HMR_3673,0,0,0,1,0,0,0,0,1,1
HMR_3674,0,0,0,1,0,0,0,0,1,1
HMR_3675,0,0,0,1,0,0,0,0,1,1
HMR_3676,0,0,0,1,0,0,0,0,1,1
HMR_3677,0,0,0,1,0,0,0,0,1,1
HMR_3678,0,1,1,1,0,0,0,1,1,1
HMR_3679,0,1,1,1,0,0,0,1,1,1
HMR_3680,0,0,0,1,0,0,0,0,1,1
HMR_3681,0,1,1,1,0,0,0,1,1,1
HMR_3682,0,1,1,1,0,0,0,1,1,1
HMR_3683,0,0,0,1,0,0,0,0,1,0
HMR_3684,0,1,1,1,0,0,0,1,1,1
HMR_3685,0,1,1,1,0,0,0,1,1,1
HMR_3686,1,1,1,1,0,1,1,1,1,1
HMR_3687,0,1,1,1,0,0,0,1,1,1
HMR_3688,0,1,1,1,0,0,0,1,1,1
HMR_3689,0,1,1,1,0,0,0,1,1,1
HMR_3690,0,1,1,1,0,0,0,1,1,1
HMR_3691,1,1,1,1,0,1,1,1,1,1
HMR_3692,0,1,1,1,0,0,0,1,1,1
HMR_3693,1,1,1,1,1,1,1,1,1,1
HMR_3694,0,1,1,1,0,0,0,1,1,1
HMR_3695,0,1,1,1,0,0,0,1,1,1
HMR_3696,0,1,1,1,0,0,0,1,1,1
HMR_3697,1,1,1,1,0,1,1,1,1,1
HMR_3698,0,1,1,1,0,0,0,1,1,1
HMR_3699,1,1,1,1,0,1,1,1,1,1
HMR_3700,1,1,1,1,1,1,1,1,1,1
HMR_3701,0,1,1,1,0,0,0,1,1,1
HMR_3703,0,1,1,1,0,0,0,1,1,1
HMR_3704,0,1,1,1,0,0,0,1,1,1
HMR_3705,0,1,1,1,0,0,0,1,1,1
HMR_3706,0,1,1,1,0,0,0,1,1,1
HMR_3707,0,1,1,1,0,0,0,1,1,1
HMR_3708,0,1,1,1,0,0,0,1,1,1
HMR_3709,0,1,1,1,0,0,0,1,1,1
HMR_3710,0,1,1,1,0,0,0,1,1,1
HMR_3711,0,1,1,1,0,0,0,1,1,1
HMR_3712,0,1,1,1,0,0,0,1,1,1
HMR_3713,0,1,1,1,0,0,0,1,1,1
HMR_3714,0,1,1,1,0,0,0,1,1,1
HMR_3715,0,1,1,1,0,0,0,1,1,1
HMR_3716,0,1,1,1,0,0,0,1,1,1
HMR_3717,0,1,1,1,0,0,0,1,1,1
HMR_3718,0,1,1,1,0,0,0,1,1,1
HMR_3719,0,1,1,1,0,0,0,1,1,1
HMR_3720,1,1,1,1,1,1,1,1,1,1
HMR_3721,1,1,1,1,1,1,1,1,1,1
HMR_3722,1,1,1,1,0,1,1,1,1,1
HMR_3723,1,1,1,1,1,1,1,1,1,1
HMR_3724,1,1,1,1,0,1,1,1,1,1
HMR_3725,0,1,1,1,0,0,0,1,1,1
HMR_3726,0,1,1,1,0,0,0,1,1,1
HMR_3727,1,1,1,1,0,1,1,1,1,1
HMR_3728,0,1,1,1,0,0,0,1,1,1
HMR_3729,0,1,1,1,0,0,0,1,1,1
HMR_3732,1,1,1,1,0,1,1,1,1,1
HMR_3733,1,1,1,1,0,1,1,1,1,1
HMR_3734,1,1,1,1,1,1,1,1,1,1
HMR_3735,1,1,1,1,1,1,1,1,1,1
HMR_3736,1,1,1,1,0,1,1,1,1,1
HMR_3737,0,1,1,1,0,0,0,1,1,1
HMR_3738,0,1,1,1,0,0,0,1,1,1
HMR_3739,1,1,1,1,0,1,1,1,1,1
HMR_3740,0,1,1,1,0,0,0,1,1,1
HMR_3741,0,1,1,1,0,0,0,1,1,1
HMR_3744,0,0,1,1,0,0,0,1,1,0
HMR_3747,0,1,0,0,0,0,1,0,0,0
HMR_3748,0,0,1,1,0,0,0,1,1,0
HMR_3751,0,0,0,1,0,0,0,1,0,0
HMR_3752,0,1,1,0,0,0,0,0,1,0
HMR_3753,0,1,1,1,0,0,0,1,1,0
HMR_3755,0,1,1,1,0,0,0,1,1,0
HMR_3757,0,1,1,1,0,0,0,1,1,0
HMR_3759,0,1,1,1,0,0,0,1,1,0
HMR_3762,0,1,1,1,0,0,0,1,1,0
HMR_3765,1,0,1,1,1,1,0,1,1,0
HMR_3767,1,1,1,1,1,1,1,1,1,0
HMR_3777,0,1,0,0,0,0,1,0,0,0
HMR_3778,0,0,1,1,0,0,0,1,1,0
HMR_3787,0,1,0,0,0,0,1,0,0,0
HMR_3796,1,0,1,1,0,1,0,1,0,1
HMR_3797,1,0,1,1,0,1,0,1,0,1
HMR_3799,1,1,1,1,0,1,0,1,1,0
HMR_3802,1,1,1,1,1,1,1,1,1,1
HMR_3804,1,1,1,1,1,1,1,1,1,1
HMR_3807,1,1,1,0,1,1,1,1,0,0
HMR_3811,1,0,0,0,1,1,0,0,0,1
HMR_3813,0,0,0,1,1,0,0,0,1,0
HMR_3816,0,1,0,0,0,0,0,0,0,0
HMR_3820,0,1,1,0,0,0,1,1,0,0
HMR_3823,1,1,1,1,1,1,1,1,1,1
HMR_3827,1,1,1,1,1,1,1,1,1,1
HMR_3829,1,1,1,1,1,1,1,1,1,1
HMR_3831,1,0,1,1,0,0,0,1,1,0
HMR_3832,0,0,0,0,1,0,0,0,0,0
HMR_3833,0,1,1,1,0,0,1,1,1,0
HMR_3835,0,1,1,1,0,0,1,1,1,0
HMR_3837,0,1,1,1,0,0,1,1,1,0
HMR_3838,0,0,0,1,0,0,0,0,1,0
HMR_3839,1,1,1,1,1,1,1,1,1,1
HMR_3841,1,1,1,1,1,1,1,1,1,1
HMR_3843,1,1,1,1,1,1,1,1,1,1
HMR_3845,0,0,1,0,0,0,0,1,0,0
HMR_3847,0,0,0,1,0,0,0,0,0,0
HMR_3852,0,0,0,0,1,0,0,0,0,0
HMR_3853,1,1,1,1,1,1,1,1,1,1
HMR_3854,1,1,1,1,1,1,1,1,1,1
HMR_3855,1,1,1,1,1,1,1,1,1,1
HMR_3856,1,1,1,0,1,1,1,1,0,1
HMR_3857,0,0,1,1,1,1,0,1,1,0
HMR_3858,1,1,1,1,1,1,1,1,1,1
HMR_3859,0,0,0,0,1,0,0,0,0,0
HMR_3861,0,1,0,0,0,0,1,0,0,0
HMR_3862,0,0,0,0,0,0,0,0,0,1
HMR_3863,0,1,1,0,0,0,1,1,0,0
HMR_3864,0,0,1,0,0,0,0,0,0,0
HMR_3865,0,1,1,0,0,0,1,1,0,0
HMR_3868,1,1,1,1,0,1,1,1,1,1
HMR_3869,1,1,1,1,0,1,1,1,1,1
HMR_3870,1,1,1,1,0,1,1,1,1,1
HMR_3871,1,1,1,1,1,1,1,1,1,1
HMR_3875,1,1,1,1,1,1,1,1,1,1
HMR_3877,1,1,1,1,1,1,1,1,1,1
HMR_3879,1,1,1,1,0,0,1,0,1,0
HMR_3881,1,1,1,1,0,0,0,0,1,0
HMR_3883,0,0,0,0,1,0,0,0,0,1
HMR_3885,1,1,1,1,1,1,1,1,1,1
HMR_3890,1,1,1,1,1,1,1,1,1,1
HMR_3892,0,1,1,0,1,0,0,1,1,1
HMR_3895,1,1,1,0,0,1,1,1,0,0
HMR_3897,1,1,1,0,0,1,1,1,0,0
HMR_3903,0,1,0,0,0,0,1,0,1,0
HMR_3905,1,1,1,1,1,1,1,1,1,0
HMR_3907,1,1,1,1,1,1,1,1,1,1
HMR_3908,0,1,1,0,0,0,1,1,0,0
HMR_3912,1,1,1,1,1,1,1,1,1,1
HMR_3915,0,0,0,1,0,0,0,0,1,0
HMR_3916,0,0,0,0,1,0,0,0,0,1
HMR_3917,0,0,0,0,1,0,0,0,0,0
HMR_3919,0,0,0,1,0,0,0,0,0,0
HMR_3920,1,1,1,1,1,1,1,1,1,1
HMR_3923,1,1,1,1,1,1,1,1,1,1
HMR_3925,0,0,1,1,1,1,0,1,0,0
HMR_3928,0,0,1,1,0,0,0,1,1,1
HMR_3931,1,1,1,1,1,1,1,1,1,1
HMR_3933,1,1,1,1,1,1,1,1,1,0
HMR_3937,1,1,1,1,1,1,1,1,1,1
HMR_3939,0,1,1,1,1,0,1,1,1,0
HMR_3944,1,1,1,1,1,1,1,1,1,1
HMR_3946,0,0,0,0,0,0,0,1,0,0
HMR_3947,1,1,0,0,1,1,1,1,1,1
HMR_3948,0,1,0,0,1,0,1,0,0,0
HMR_3950,1,1,0,0,0,1,1,1,1,1
HMR_3951,0,0,0,0,0,0,0,0,0,1
HMR_3952,1,0,0,0,1,1,0,1,0,1
HMR_3953,0,1,0,0,1,0,1,0,0,0
HMR_3955,1,1,1,1,1,1,1,1,1,1
HMR_3957,1,1,1,1,1,1,1,1,1,1
HMR_3958,1,1,1,1,1,1,0,1,1,0
HMR_3959,1,1,1,1,1,1,1,1,1,1
HMR_3960,1,1,1,1,1,1,1,1,1,1
HMR_3965,0,1,1,1,1,0,1,1,1,1
HMR_3966,1,1,1,1,1,1,1,1,0,0
HMR_3967,1,1,1,1,1,1,1,1,1,1
HMR_3968,0,1,1,1,0,0,1,1,1,0
HMR_3969,1,1,1,1,1,1,1,1,1,1
HMR_3970,1,1,1,1,1,1,1,1,1,1
HMR_3971,0,0,1,1,0,0,0,1,0,0
HMR_3974,0,0,0,0,1,0,0,0,0,1
HMR_3975,1,1,1,1,1,1,1,1,1,1
HMR_3977,1,1,1,1,1,1,1,1,1,1
HMR_3979,1,1,1,1,1,1,1,1,1,1
HMR_3980,1,0,1,1,1,1,0,1,0,0
HMR_3982,1,1,1,1,1,1,1,1,1,0
HMR_3984,1,0,1,1,1,1,0,1,1,0
HMR_3986,0,0,0,0,0,0,0,0,0,1
HMR_3987,1,0,1,1,1,1,0,1,1,1
HMR_3988,1,0,1,1,1,1,0,1,1,1
HMR_3989,0,0,1,1,0,0,0,0,1,0
HMR_3991,1,1,1,1,1,1,1,1,1,1
HMR_3992,1,1,1,1,1,1,1,1,1,1
HMR_3995,1,1,1,1,1,1,1,1,1,1
HMR_3998,1,0,1,1,0,1,0,1,1,0
HMR_4000,0,0,1,1,1,0,1,1,0,1
HMR_4002,1,1,1,1,1,1,1,1,1,1
HMR_4004,1,1,1,1,1,1,1,1,1,1
HMR_4006,1,1,1,1,1,1,1,1,1,1
HMR_4008,1,1,1,1,1,1,1,1,1,1
HMR_4010,1,1,1,1,1,1,1,1,1,1
HMR_4012,1,1,0,1,1,1,0,1,1,0
HMR_4014,0,0,1,1,1,0,1,1,0,1
HMR_4016,1,1,1,1,1,1,1,1,1,1
HMR_4018,1,1,1,1,1,1,1,1,1,1
HMR_4020,1,1,1,1,1,1,1,1,1,1
HMR_4022,0,0,1,1,1,0,1,1,0,1
HMR_4024,1,1,1,1,1,1,1,1,1,1
HMR_4026,0,0,0,0,1,0,0,0,1,1
HMR_4028,1,1,1,1,1,1,1,1,1,1
HMR_4030,1,1,1,1,1,1,1,1,1,1
HMR_4032,1,1,1,1,1,1,1,1,1,1
HMR_4034,1,1,1,1,1,1,1,1,1,1
HMR_4036,1,1,1,1,1,1,1,1,1,1
HMR_4038,1,1,1,1,1,1,1,1,1,1
HMR_4040,1,1,1,1,1,1,1,1,1,1
HMR_4042,1,1,1,1,1,1,1,1,1,1
HMR_4044,1,1,1,1,1,1,1,1,1,1
HMR_4046,0,1,1,1,1,0,1,1,1,0
HMR_4048,0,0,1,1,1,0,1,1,0,1
HMR_4050,1,1,1,1,1,1,1,1,1,1
HMR_4052,1,1,1,1,1,0,1,1,1,1
HMR_4054,0,0,1,1,0,0,0,1,1,0
HMR_4056,1,1,1,1,1,1,1,1,1,1
HMR_4058,1,0,1,1,1,0,1,1,1,0
HMR_4059,1,1,1,1,1,1,0,1,1,1
HMR_4060,1,0,1,0,0,1,0,1,1,1
HMR_4061,1,0,0,0,0,1,0,0,0,1
HMR_4062,0,0,0,0,1,0,0,0,0,0
HMR_4064,1,1,0,0,0,1,1,0,0,0
HMR_4065,1,1,1,1,1,1,1,1,1,0
HMR_4066,1,1,1,1,1,1,1,1,1,0
HMR_4067,0,1,0,0,0,1,0,0,0,0
HMR_4068,1,1,1,1,1,1,1,1,1,0
HMR_4070,1,0,1,0,0,0,0,1,1,0
HMR_4071,1,0,1,1,1,1,0,1,1,0
HMR_4073,1,1,1,1,1,1,1,1,1,1
HMR_4075,1,1,1,1,1,1,1,1,0,1
HMR_4077,1,1,1,1,1,1,1,1,1,1
HMR_4078,1,0,1,1,0,0,1,1,1,0
HMR_4079,1,1,1,1,1,1,1,1,1,1
HMR_4080,0,0,0,0,1,0,0,0,0,0
HMR_4081,1,1,1,1,1,1,1,1,1,1
HMR_4082,1,1,1,1,1,1,1,1,1,1
HMR_4083,1,1,1,1,1,1,1,1,1,0
HMR_4084,1,1,0,1,0,1,0,0,1,0
HMR_4085,1,1,1,1,1,1,1,1,1,1
HMR_4086,1,1,1,1,1,1,1,1,1,1
HMR_4087,1,1,0,1,0,0,1,0,1,1
HMR_4089,0,0,0,0,0,0,0,1,0,0
HMR_4091,1,1,0,1,0,0,1,0,1,1
HMR_4097,1,0,1,1,1,1,1,1,1,1
HMR_4103,0,0,0,0,0,0,0,0,1,0
HMR_4106,0,0,1,0,1,1,0,1,0,0
HMR_4108,1,0,1,1,0,1,0,1,0,1
HMR_4109,0,0,0,0,0,0,0,0,1,0
HMR_4111,1,1,1,1,1,1,0,1,1,0
HMR_4112,1,1,1,1,1,1,0,1,1,0
HMR_4113,1,1,1,1,1,1,0,1,1,0
HMR_4114,0,0,1,0,0,0,0,1,0,0
HMR_4115,0,0,1,1,0,0,0,1,0,1
HMR_4116,1,1,1,1,1,1,1,1,1,1
HMR_4118,1,1,1,1,0,1,1,1,1,1
HMR_4120,1,1,1,1,1,1,1,1,1,1
HMR_4121,1,1,1,1,1,1,1,1,1,1
HMR_4122,1,1,1,1,1,1,0,1,0,1
HMR_4123,1,1,1,1,1,1,0,1,1,0
HMR_4124,1,0,1,1,1,1,0,1,1,0
HMR_4127,0,0,1,0,0,0,0,1,0,0
HMR_4128,1,1,1,1,1,1,1,1,1,1
HMR_4130,0,0,1,0,0,0,0,1,0,0
HMR_4133,1,0,1,1,0,1,0,1,0,1
HMR_4134,1,1,1,1,1,1,1,1,1,1
HMR_4135,1,1,1,1,1,1,1,1,1,1
HMR_4136,1,1,1,1,1,1,1,1,1,1
HMR_4137,0,1,1,1,1,0,1,1,1,1
HMR_4139,1,1,1,1,1,1,1,1,1,1
HMR_4141,1,1,1,1,1,1,1,1,1,1
HMR_4143,1,1,1,1,1,1,1,1,1,1
HMR_4145,1,1,1,1,1,1,1,1,1,1
HMR_4147,1,1,1,1,1,1,1,1,0,0
HMR_4149,1,1,1,1,1,1,1,1,1,1
HMR_4152,1,1,0,0,0,1,1,1,1,1
HMR_4156,1,1,1,1,1,1,1,1,1,1
HMR_4158,1,1,1,1,1,1,1,1,1,1
HMR_4159,1,0,1,1,1,1,0,1,1,1
HMR_4160,1,1,1,1,1,0,0,0,0,1
HMR_4162,0,0,1,0,1,0,0,0,0,1
HMR_4163,1,1,1,1,1,0,0,0,0,1
HMR_4165,1,1,1,1,1,0,0,1,1,0
HMR_4166,0,0,1,1,0,0,0,1,1,0
HMR_4167,0,0,1,1,0,0,0,1,1,0
HMR_4168,1,1,1,1,1,1,1,1,0,0
HMR_4169,0,0,0,0,1,0,0,0,0,1
HMR_4170,0,0,0,0,1,0,0,0,0,1
HMR_4171,1,1,1,1,1,1,1,1,1,1
HMR_4172,0,0,0,0,1,0,0,0,0,1
HMR_4175,0,0,1,1,1,0,0,1,1,1
HMR_4176,0,0,1,1,0,0,0,1,1,1
HMR_4177,1,1,1,1,1,1,1,1,1,1
HMR_4179,1,1,1,1,1,1,1,1,1,1
HMR_4180,1,1,1,1,1,1,1,1,1,1
HMR_4182,0,0,1,1,0,0,0,1,1,1
HMR_4185,1,1,1,1,1,1,1,1,1,0
HMR_4186,1,1,1,1,1,1,1,1,1,0
HMR_4187,1,1,0,1,0,1,0,0,1,0
HMR_4193,1,1,1,1,1,1,1,1,1,1
HMR_4194,1,1,1,1,0,1,1,1,0,0
HMR_4196,0,0,1,0,0,0,0,1,0,0
HMR_4197,0,0,1,1,0,0,0,1,0,1
HMR_4198,1,1,1,1,1,1,1,1,1,1
HMR_4199,0,0,0,1,0,0,0,0,0,0
HMR_4200,0,0,0,0,1,0,0,0,0,1
HMR_4201,1,1,1,1,1,1,1,1,1,1
HMR_4202,1,1,1,1,1,1,1,1,1,0
HMR_4204,1,1,1,1,1,0,0,0,0,1
HMR_4205,0,0,1,0,0,0,0,0,0,0
HMR_4206,0,0,0,0,0,0,0,0,0,1
HMR_4208,1,1,1,1,1,0,0,0,0,1
HMR_4209,1,0,0,0,0,1,0,0,0,0
HMR_4210,1,1,1,1,1,1,1,1,1,1
HMR_4211,1,0,1,1,1,1,0,1,0,0
HMR_4212,1,1,1,1,1,1,1,1,1,1
HMR_4214,1,0,1,0,1,1,0,1,1,1
HMR_4216,1,0,1,0,0,1,0,1,0,0
HMR_4218,1,0,1,0,0,1,0,1,1,1
HMR_4219,0,0,0,0,0,0,0,1,0,0
HMR_4220,0,0,0,0,0,0,0,0,1,1
HMR_4222,0,0,0,0,0,0,0,0,0,1
HMR_4224,1,0,1,0,0,1,0,1,1,1
HMR_4225,1,0,1,0,0,1,0,1,1,1
HMR_4239,1,0,0,0,0,1,0,0,0,0
HMR_4244,0,0,0,0,0,0,0,0,0,1
HMR_4246,0,0,0,0,0,0,0,0,0,1
HMR_4249,0,0,0,0,0,0,0,0,0,1
HMR_4252,1,1,1,1,1,1,1,1,1,1
HMR_4253,0,0,0,0,0,0,0,0,0,1
HMR_4254,0,0,0,1,1,0,0,0,1,0
HMR_4257,1,0,1,0,0,1,0,1,0,1
HMR_4259,1,0,1,0,0,0,0,0,0,0
HMR_4260,1,0,1,0,0,1,0,1,0,1
HMR_4261,1,0,1,0,0,1,0,1,0,1
HMR_4262,1,1,1,1,1,1,1,1,1,1
HMR_4264,1,1,1,1,1,1,1,1,1,1
HMR_4265,0,0,0,0,0,0,0,0,0,1
HMR_4269,1,1,1,1,1,1,1,1,1,1
HMR_4270,1,1,1,1,1,1,1,1,1,1
HMR_4280,1,1,1,1,1,1,1,1,1,1
HMR_4281,1,1,1,1,1,1,1,1,1,1
HMR_4282,1,0,0,1,0,0,0,0,1,1
HMR_4283,1,0,1,1,0,1,0,1,1,1
HMR_4287,1,1,1,1,1,1,1,1,1,1
HMR_4288,0,0,1,1,0,0,0,1,1,0
HMR_4290,1,0,0,0,0,1,0,0,0,0
HMR_4291,1,1,1,1,1,1,1,1,1,1
HMR_4297,1,0,1,1,1,1,0,1,1,1
HMR_4299,1,1,1,1,1,1,1,1,1,0
HMR_4300,1,1,1,1,1,1,1,1,1,1
HMR_4301,1,1,1,1,1,1,1,1,1,1
HMR_4302,0,1,0,0,0,0,1,0,1,0
HMR_4303,0,0,1,1,0,0,0,0,1,0
HMR_4304,1,1,1,1,0,1,0,1,1,1
HMR_4306,1,1,1,1,1,1,0,1,1,1
HMR_4308,0,1,0,1,1,0,1,0,1,0
HMR_4312,1,1,1,1,1,1,1,1,1,1
HMR_4315,1,1,1,1,0,1,1,1,1,1
HMR_4316,1,1,1,1,1,1,1,1,1,1
HMR_4319,1,0,1,1,1,1,0,1,1,1
HMR_4323,0,1,0,0,0,0,1,0,1,0
HMR_4324,1,1,1,1,1,1,1,1,1,1
HMR_4326,1,1,1,1,1,1,1,1,1,1
HMR_4328,1,0,1,1,1,0,0,1,1,1
HMR_4329,1,1,1,1,1,1,1,1,1,1
HMR_4331,1,0,1,1,0,1,0,1,0,1
HMR_4332,0,1,1,1,1,1,1,1,1,0
HMR_4333,1,1,1,1,0,0,1,1,1,1
HMR_4335,0,1,1,1,0,0,1,1,1,0
HMR_4336,1,1,1,1,1,1,1,1,1,1
HMR_4338,1,1,1,1,0,1,1,1,1,1
HMR_4340,0,1,0,0,1,0,1,1,1,1
HMR_4342,1,0,1,0,0,1,0,1,1,0
HMR_4344,0,0,0,0,1,0,0,0,0,0
HMR_4346,0,0,0,0,1,0,0,0,0,0
HMR_4348,1,0,0,1,1,0,0,0,0,0
HMR_4350,0,1,1,1,1,0,0,1,1,1
HMR_4352,1,1,1,1,1,1,1,1,1,1
HMR_4354,1,1,1,1,1,1,0,1,1,1
HMR_4355,1,1,1,1,1,1,1,1,1,1
HMR_4358,1,1,1,1,1,1,1,1,1,1
HMR_4363,1,1,1,1,1,1,1,1,1,1
HMR_4365,1,1,1,1,1,1,1,1,1,1
HMR_4368,1,1,1,1,1,1,1,1,1,1
HMR_4370,0,1,0,0,0,0,1,0,0,1
HMR_4371,1,1,1,1,1,1,1,1,1,1
HMR_4372,0,0,0,0,1,1,0,0,1,1
HMR_4373,1,1,1,1,1,1,1,1,1,1
HMR_4375,1,1,1,1,1,1,1,1,1,1
HMR_4377,0,0,0,0,1,0,0,0,0,1
HMR_4379,1,1,1,1,1,1,1,1,1,1
HMR_4381,1,1,1,1,1,1,1,1,1,1
HMR_4383,1,1,1,1,0,1,1,1,0,1
HMR_4385,1,1,1,1,1,1,1,1,1,0
HMR_4386,1,1,1,1,0,1,1,1,1,1
HMR_4387,0,1,1,1,0,0,0,1,1,0
HMR_4388,1,1,1,1,1,1,1,1,1,1
HMR_4390,0,0,0,0,1,0,0,0,0,1
HMR_4391,1,1,1,1,1,1,1,1,1,1
HMR_4393,0,1,0,0,0,0,0,0,0,0
HMR_4394,1,1,1,1,1,1,1,1,1,1
HMR_4396,1,1,1,1,1,1,1,1,1,1
HMR_4398,1,0,1,1,1,1,0,1,1,0
HMR_4399,1,1,0,1,0,1,1,0,1,0
HMR_4400,1,0,0,1,0,1,0,0,1,0
HMR_4404,1,1,1,1,1,1,1,1,1,1
HMR_4406,1,1,1,1,1,1,1,1,1,1
HMR_4408,1,1,1,1,1,1,1,1,1,1
HMR_4410,1,1,1,1,1,1,1,1,1,1
HMR_4412,1,1,1,1,1,1,1,1,1,1
HMR_4414,0,0,1,0,0,0,0,1,0,0
HMR_4416,1,1,1,1,1,1,1,1,1,1
HMR_4417,1,1,1,1,1,1,1,1,1,1
HMR_4418,0,1,1,1,1,0,1,1,1,1
HMR_4419,1,1,0,0,1,1,1,0,0,1
HMR_4420,1,1,1,1,1,1,1,1,1,1
HMR_4421,1,1,1,1,1,1,1,1,1,1
HMR_4422,1,1,1,1,1,1,1,1,1,0
HMR_4423,0,0,0,0,1,0,0,0,0,0
HMR_4427,1,0,0,1,1,1,0,0,1,1
HMR_4428,0,0,0,1,1,0,0,0,1,1
HMR_4429,0,0,0,1,1,0,0,0,1,1
HMR_4430,1,0,1,1,1,1,0,1,1,1
HMR_4431,1,0,1,1,0,1,0,1,1,1
HMR_4440,0,1,1,1,1,0,1,1,1,1
HMR_4442,1,1,1,1,1,1,1,1,1,1
HMR_4444,1,1,1,1,1,1,1,1,1,1
HMR_4448,0,0,0,0,1,0,0,0,0,0
HMR_4449,1,1,1,1,1,1,1,1,1,1
HMR_4450,1,1,1,1,1,1,1,1,1,1
HMR_4452,0,1,1,1,1,0,1,1,1,1
HMR_4453,1,1,1,1,1,1,1,1,1,1
HMR_4454,0,1,1,0,1,0,1,1,0,1
HMR_4456,1,1,1,1,1,1,1,1,1,1
HMR_4458,1,1,1,1,1,1,1,1,1,1
HMR_4459,1,0,1,1,0,1,0,1,0,1
HMR_4460,1,0,1,1,0,1,0,1,0,1
HMR_4465,1,1,1,0,1,1,1,1,0,1
HMR_4473,1,1,1,1,1,1,1,1,1,1
HMR_4474,1,1,1,1,1,1,1,1,1,1
HMR_4476,1,1,1,1,1,1,1,1,1,1
HMR_4477,1,1,1,1,0,1,1,1,1,0
HMR_4480,1,1,1,1,1,1,1,1,1,1
HMR_4481,0,0,1,0,0,0,0,1,0,1
HMR_4482,0,0,1,0,0,0,0,1,0,1
HMR_4483,1,0,1,1,1,1,0,0,1,1
HMR_4484,1,1,1,1,1,1,1,1,1,1
HMR_4485,1,1,1,1,1,1,1,1,1,1
HMR_4486,1,0,1,1,1,1,0,1,1,1
HMR_4487,1,0,1,1,1,1,0,1,1,1
HMR_4488,1,0,1,1,1,1,0,1,1,1
HMR_4489,1,0,1,1,1,1,0,1,1,1
HMR_4490,1,0,1,1,1,1,0,0,1,1
HMR_4492,1,0,1,1,1,1,0,0,1,1
HMR_4493,1,0,1,1,1,1,0,0,1,1
HMR_4494,1,0,1,1,1,1,0,1,1,1
HMR_4495,1,0,1,1,1,1,0,1,1,1
HMR_4496,1,0,1,1,1,1,0,1,1,1
HMR_4497,1,0,0,1,0,1,0,0,1,1
HMR_4498,0,1,0,0,0,0,1,0,0,0
HMR_4500,1,1,0,0,0,1,1,1,0,0
HMR_4501,1,1,1,1,1,1,1,1,1,1
HMR_4503,1,1,1,1,1,1,1,1,1,1
HMR_4505,1,1,1,1,1,1,1,1,1,1
HMR_4507,1,1,1,1,1,1,1,1,1,0
HMR_4510,1,1,1,1,1,1,1,1,1,1
HMR_4512,1,1,1,1,1,1,1,1,1,1
HMR_4514,1,0,0,1,0,1,0,0,1,1
HMR_4516,0,1,1,1,1,0,1,1,1,1
HMR_4521,1,1,1,1,0,1,1,1,1,1
HMR_4523,1,0,1,1,0,0,0,1,0,1
HMR_4524,1,0,1,1,1,1,0,1,1,1
HMR_4526,0,0,0,0,0,1,1,1,1,1
HMR_4527,0,0,0,0,1,1,1,1,1,1
HMR_4528,0,0,0,0,1,0,0,0,0,1
HMR_4529,0,0,0,0,1,0,0,0,0,1
HMR_4532,1,1,0,1,0,1,1,0,1,0
HMR_4536,1,1,0,1,0,1,1,0,1,0
HMR_4537,1,0,0,0,1,0,0,0,0,1
HMR_4539,1,1,1,1,1,1,1,1,1,1
HMR_4540,1,1,1,1,1,1,1,1,1,1
HMR_4541,1,1,1,1,1,1,1,1,1,1
HMR_4542,1,1,1,1,1,1,1,1,1,1
HMR_4543,1,1,1,1,1,1,1,1,1,1
HMR_4544,1,1,1,1,1,1,1,1,1,1
HMR_4548,0,0,0,0,1,0,0,0,1,0
HMR_4558,1,0,0,1,1,1,0,0,1,1
HMR_4559,1,0,1,1,1,1,0,1,1,1
HMR_4561,1,1,1,1,1,1,1,1,1,1
HMR_4563,1,0,1,1,1,1,0,1,1,1
HMR_4565,1,1,1,1,1,1,1,1,1,1
HMR_4567,1,1,1,1,1,1,1,1,1,1
HMR_4568,1,1,1,1,1,1,1,1,1,1
HMR_4570,1,1,1,1,1,1,1,1,1,1
